user_id,credit_archetype,loans_taken,credit_risk_label,final_credit_limit,total_transactions
USER_000279,non_borrower,0,-1,0.0,13
USER_000280,occasional_borrower,2,0,78.125,19
USER_000281,non_borrower,0,-1,0.0,15
USER_000282,responsible_borrower,2,1,62.5,15
USER_000283,responsible_borrower,4,0,122.0703125,26
USER_000284,non_borrower,0,-1,0.0,11
USER_000285,responsible_borrower,3,0,97.65625,25
USER_000286,non_borrower,0,-1,0.0,16
USER_000287,responsible_borrower,2,1,62.5,13
USER_000288,responsible_borrower,2,0,78.125,17
USER_000289,responsible_borrower,3,0,97.65625,24
USER_000290,non_borrower,0,-1,0.0,12
USER_000291,responsible_borrower,3,0,97.65625,21
USER_000292,responsible_borrower,2,0,78.125,10
USER_000293,non_borrower,0,-1,0.0,18
USER_000294,occasional_borrower,2,1,50.0,19
USER_000295,occasional_borrower,1,1,50.0,9
USER_000296,responsible_borrower,2,1,62.5,19
USER_000297,occasional_borrower,1,0,62.5,12
USER_000298,responsible_borrower,3,0,97.65625,21
USER_000299,defaulter,1,2,50.0,17
USER_000300,responsible_borrower,3,0,97.65625,18
USER_000301,occasional_borrower,1,1,50.0,19
USER_000302,non_borrower,0,-1,0.0,11
USER_000303,non_borrower,0,-1,0.0,14
USER_000304,risky_borrower,3,1,50.0,22
USER_000305,responsible_borrower,2,0,78.125,17
USER_000306,responsible_borrower,3,0,97.65625,25
USER_000307,non_borrower,0,-1,0.0,11
USER_000308,non_borrower,0,-1,0.0,21
USER_000309,responsible_borrower,2,0,78.125,26
USER_000310,occasional_borrower,2,1,62.5,14
USER_000311,non_borrower,0,-1,0.0,15
USER_000312,responsible_borrower,4,0,122.0703125,24
USER_000313,responsible_borrower,4,0,122.0703125,23
USER_000314,responsible_borrower,1,0,62.5,8
USER_000315,defaulter,1,2,50.0,18
USER_000316,non_borrower,0,-1,0.0,10
USER_000317,occasional_borrower,1,1,50.0,12
USER_000318,non_borrower,0,-1,0.0,18
USER_000319,responsible_borrower,2,0,78.125,17
USER_000320,non_borrower,0,-1,0.0,14
USER_000321,occasional_borrower,2,0,78.125,20
USER_000322,responsible_borrower,4,0,122.0703125,26
USER_000323,non_borrower,0,-1,0.0,15
USER_000324,non_borrower,0,-1,0.0,15
USER_000325,non_borrower,0,-1,0.0,17
USER_000326,non_borrower,0,-1,0.0,10
USER_000327,occasional_borrower,2,1,62.5,21
USER_000328,non_borrower,0,-1,0.0,10
USER_000329,risky_borrower,2,1,50.0,15
USER_000330,non_borrower,0,-1,0.0,10
USER_000331,responsible_borrower,4,0,122.0703125,22
USER_000332,risky_borrower,2,2,50.0,21
USER_000333,non_borrower,0,-1,0.0,25
USER_000334,occasional_borrower,2,0,78.125,21
USER_000335,non_borrower,0,-1,0.0,8
USER_000336,responsible_borrower,2,0,78.125,21
USER_000337,non_borrower,0,-1,0.0,14
USER_000338,non_borrower,0,-1,0.0,20
USER_000339,non_borrower,0,-1,0.0,13
USER_000340,occasional_borrower,1,1,50.0,27
USER_000341,responsible_borrower,2,0,78.125,12
USER_000342,non_borrower,0,-1,0.0,19
USER_000343,risky_borrower,2,1,50.0,15
USER_000344,responsible_borrower,3,0,97.65625,21
USER_000345,occasional_borrower,2,1,62.5,17
USER_000346,non_borrower,0,-1,0.0,17
USER_000347,non_borrower,0,-1,0.0,12
USER_000348,defaulter,1,2,50.0,23
USER_000349,responsible_borrower,1,0,62.5,11
USER_000350,non_borrower,0,-1,0.0,9
USER_000351,responsible_borrower,3,0,97.65625,26
USER_000352,non_borrower,0,-1,0.0,9
USER_000353,responsible_borrower,1,0,62.5,12
USER_000354,non_borrower,0,-1,0.0,13
USER_000355,responsible_borrower,2,0,78.125,20
USER_000356,risky_borrower,2,1,50.0,15
USER_000357,non_borrower,0,-1,0.0,16
USER_000358,responsible_borrower,2,0,78.125,14
USER_000359,non_borrower,0,-1,0.0,14
USER_000360,non_borrower,0,-1,0.0,13
USER_000361,non_borrower,0,-1,0.0,18
USER_000362,non_borrower,0,-1,0.0,29
USER_000363,non_borrower,0,-1,0.0,13
USER_000364,non_borrower,0,-1,0.0,8
USER_000365,non_borrower,0,-1,0.0,16
USER_000366,responsible_borrower,2,0,78.125,16
USER_000367,non_borrower,0,-1,0.0,18
USER_000368,occasional_borrower,1,0,62.5,18
USER_000369,occasional_borrower,1,1,50.0,13
USER_000370,non_borrower,0,-1,0.0,13
USER_000371,responsible_borrower,4,0,122.0703125,27
USER_000372,responsible_borrower,2,0,78.125,24
USER_000373,non_borrower,0,-1,0.0,14
USER_000374,non_borrower,0,-1,0.0,11
USER_000375,responsible_borrower,2,1,62.5,16
USER_000376,non_borrower,0,-1,0.0,5
USER_000377,occasional_borrower,1,1,50.0,17
USER_000378,non_borrower,0,-1,0.0,25
USER_000379,non_borrower,0,-1,0.0,18
USER_000380,occasional_borrower,2,0,78.125,20
USER_000381,occasional_borrower,2,0,78.125,18
USER_000382,non_borrower,0,-1,0.0,23
USER_000383,risky_borrower,2,1,50.0,17
USER_000384,non_borrower,0,-1,0.0,16
USER_000385,non_borrower,0,-1,0.0,14
USER_000386,responsible_borrower,2,0,78.125,20
USER_000387,non_borrower,0,-1,0.0,11
USER_000388,non_borrower,0,-1,0.0,13
USER_000389,defaulter,1,2,50.0,16
USER_000390,non_borrower,0,-1,0.0,16
USER_000391,non_borrower,0,-1,0.0,21
USER_000392,responsible_borrower,3,0,97.65625,28
USER_000393,risky_borrower,4,2,50.0,23
USER_000394,occasional_borrower,1,1,50.0,14
USER_000395,non_borrower,0,-1,0.0,15
USER_000396,occasional_borrower,2,0,78.125,23
USER_000397,responsible_borrower,3,0,97.65625,17
USER_000398,non_borrower,0,-1,0.0,15
USER_000399,non_borrower,0,-1,0.0,13
USER_000400,occasional_borrower,1,0,62.5,13
USER_000401,responsible_borrower,3,0,97.65625,18
USER_000402,responsible_borrower,2,0,78.125,16
USER_000403,non_borrower,0,-1,0.0,9
USER_000404,responsible_borrower,2,0,78.125,24
USER_000405,non_borrower,0,-1,0.0,15
USER_000406,occasional_borrower,2,1,62.5,24
USER_000407,responsible_borrower,2,1,62.5,14
USER_000408,responsible_borrower,3,0,97.65625,18
USER_000409,non_borrower,0,-1,0.0,13
USER_000410,occasional_borrower,2,2,50.0,16
USER_000411,responsible_borrower,3,0,97.65625,17
USER_000412,non_borrower,0,-1,0.0,20
USER_000413,responsible_borrower,2,0,78.125,20
USER_000414,responsible_borrower,2,0,78.125,15
USER_000415,non_borrower,0,-1,0.0,14
USER_000416,non_borrower,0,-1,0.0,11
USER_000417,responsible_borrower,2,0,78.125,22
USER_000418,non_borrower,0,-1,0.0,20
USER_000419,non_borrower,0,-1,0.0,13
USER_000420,risky_borrower,1,2,50.0,20
USER_000421,non_borrower,0,-1,0.0,11
USER_000422,occasional_borrower,2,1,50.0,18
USER_000423,responsible_borrower,2,0,78.125,17
USER_000424,responsible_borrower,3,0,97.65625,24
USER_000425,responsible_borrower,3,0,97.65625,21
USER_000426,non_borrower,0,-1,0.0,16
USER_000427,non_borrower,0,-1,0.0,14
USER_000428,risky_borrower,4,1,50.0,26
USER_000429,non_borrower,0,-1,0.0,15
USER_000430,responsible_borrower,3,1,78.125,23
USER_000431,responsible_borrower,4,0,122.0703125,28
USER_000432,non_borrower,0,-1,0.0,15
USER_000433,responsible_borrower,3,1,78.125,21
USER_000434,responsible_borrower,2,0,78.125,19
USER_000435,responsible_borrower,3,0,97.65625,21
USER_000436,responsible_borrower,2,0,78.125,19
USER_000437,non_borrower,0,-1,0.0,11
USER_000438,non_borrower,0,-1,0.0,15
USER_000439,responsible_borrower,2,0,78.125,16
USER_000440,responsible_borrower,2,1,62.5,19
USER_000441,responsible_borrower,4,1,97.65625,21
USER_000442,non_borrower,0,-1,0.0,20
USER_000443,responsible_borrower,3,0,97.65625,28
USER_000444,responsible_borrower,2,0,78.125,24
USER_000445,occasional_borrower,1,1,50.0,15
USER_000446,non_borrower,0,-1,0.0,18
USER_000447,occasional_borrower,2,1,62.5,26
USER_000448,responsible_borrower,3,0,97.65625,23
USER_000449,non_borrower,0,-1,0.0,8
USER_000450,non_borrower,0,-1,0.0,13
USER_000451,non_borrower,0,-1,0.0,14
USER_000452,responsible_borrower,2,1,50.0,13
USER_000453,responsible_borrower,3,0,97.65625,21
USER_000454,risky_borrower,1,2,50.0,12
USER_000455,risky_borrower,2,1,50.0,14
USER_000456,non_borrower,0,-1,0.0,12
USER_000457,occasional_borrower,2,1,62.5,17
USER_000458,responsible_borrower,1,0,62.5,12
USER_000459,occasional_borrower,1,1,50.0,13
USER_000460,responsible_borrower,3,0,97.65625,23
USER_000461,non_borrower,0,-1,0.0,12
USER_000462,occasional_borrower,1,0,62.5,17
USER_000463,occasional_borrower,2,0,78.125,16
USER_000464,non_borrower,0,-1,0.0,14
USER_000465,responsible_borrower,3,0,97.65625,16
USER_000466,non_borrower,0,-1,0.0,16
USER_000467,non_borrower,0,-1,0.0,18
USER_000468,risky_borrower,1,2,50.0,21
USER_000469,responsible_borrower,3,0,97.65625,22
USER_000470,responsible_borrower,1,0,62.5,11
USER_000471,non_borrower,0,-1,0.0,23
USER_000472,non_borrower,0,-1,0.0,20
USER_000473,non_borrower,0,-1,0.0,7
USER_000474,responsible_borrower,4,0,122.0703125,27
USER_000475,responsible_borrower,3,0,97.65625,16
USER_000476,responsible_borrower,2,0,78.125,17
USER_000477,risky_borrower,2,2,50.0,20
USER_000478,responsible_borrower,3,0,97.65625,18
USER_000479,occasional_borrower,1,0,62.5,24
USER_000480,risky_borrower,1,2,50.0,19
USER_000481,defaulter,1,2,50.0,20
USER_000482,non_borrower,0,-1,0.0,12
USER_000483,responsible_borrower,3,0,97.65625,22
USER_000484,responsible_borrower,3,0,97.65625,20
USER_000485,responsible_borrower,2,1,62.5,17
USER_000486,non_borrower,0,-1,0.0,12
USER_000487,responsible_borrower,3,0,97.65625,25
USER_000488,non_borrower,0,-1,0.0,20
USER_000489,responsible_borrower,3,0,97.65625,25
USER_000490,non_borrower,0,-1,0.0,13
USER_000491,non_borrower,0,-1,0.0,16
USER_000492,occasional_borrower,2,0,78.125,16
USER_000493,risky_borrower,3,1,50.0,21
USER_000494,responsible_borrower,4,0,122.0703125,26
USER_000495,occasional_borrower,2,1,62.5,20
USER_000496,responsible_borrower,2,0,78.125,16
USER_000497,responsible_borrower,2,0,78.125,25
USER_000498,responsible_borrower,2,1,62.5,20
USER_000499,risky_borrower,2,2,50.0,24
USER_000500,responsible_borrower,4,0,122.0703125,25
USER_000501,non_borrower,0,-1,0.0,15
USER_000502,non_borrower,0,-1,0.0,14
USER_000503,non_borrower,0,-1,0.0,16
USER_000504,responsible_borrower,3,0,97.65625,20
USER_000505,responsible_borrower,2,0,78.125,21
USER_000506,risky_borrower,3,1,50.0,18
USER_000507,risky_borrower,2,1,50.0,12
USER_000508,risky_borrower,2,1,50.0,13
USER_000509,non_borrower,0,-1,0.0,21
USER_000510,responsible_borrower,2,1,62.5,18
USER_000511,risky_borrower,3,1,50.0,16
USER_000512,risky_borrower,1,2,50.0,14
USER_000513,risky_borrower,2,0,50.0,15
USER_000514,occasional_borrower,1,0,62.5,19
USER_000515,occasional_borrower,2,1,62.5,23
USER_000516,risky_borrower,2,2,50.0,24
USER_000517,non_borrower,0,-1,0.0,14
USER_000518,occasional_borrower,1,0,62.5,29
USER_000519,occasional_borrower,2,0,78.125,26
USER_000520,responsible_borrower,2,0,78.125,20
USER_000521,non_borrower,0,-1,0.0,28
USER_000522,responsible_borrower,2,0,78.125,19
USER_000523,occasional_borrower,2,1,50.0,12
USER_000524,non_borrower,0,-1,0.0,16
USER_000525,non_borrower,0,-1,0.0,8
USER_000526,occasional_borrower,1,0,62.5,18
USER_000527,responsible_borrower,3,0,97.65625,22
USER_000528,non_borrower,0,-1,0.0,17
USER_000529,non_borrower,0,-1,0.0,12
USER_000530,responsible_borrower,3,1,78.125,24
USER_000531,non_borrower,0,-1,0.0,13
USER_000532,occasional_borrower,2,0,78.125,26
USER_000533,non_borrower,0,-1,0.0,18
USER_000534,responsible_borrower,2,0,78.125,12
USER_000535,responsible_borrower,3,0,97.65625,25
USER_000536,non_borrower,0,-1,0.0,18
USER_000537,non_borrower,0,-1,0.0,17
USER_000538,occasional_borrower,2,1,62.5,17
USER_000539,occasional_borrower,1,1,50.0,21
USER_000540,occasional_borrower,1,0,62.5,23
USER_000541,non_borrower,0,-1,0.0,15
USER_000542,non_borrower,0,-1,0.0,15
USER_000543,responsible_borrower,3,0,97.65625,22
USER_000544,responsible_borrower,2,0,78.125,12
USER_000545,non_borrower,0,-1,0.0,18
USER_000546,non_borrower,0,-1,0.0,19
USER_000547,non_borrower,0,-1,0.0,13
USER_000548,risky_borrower,3,1,50.0,21
USER_000549,non_borrower,0,-1,0.0,16
USER_000550,non_borrower,0,-1,0.0,9
USER_000551,responsible_borrower,2,0,78.125,11
USER_000552,risky_borrower,2,1,50.0,19
USER_000553,responsible_borrower,3,0,97.65625,26
USER_000554,risky_borrower,1,2,50.0,18
USER_000555,non_borrower,0,-1,0.0,18
USER_000556,occasional_borrower,1,1,50.0,14
USER_000557,responsible_borrower,3,1,78.125,21
USER_000558,occasional_borrower,1,0,62.5,16
USER_000559,non_borrower,0,-1,0.0,19
USER_000560,occasional_borrower,1,0,62.5,24
USER_000561,non_borrower,0,-1,0.0,18
USER_000562,responsible_borrower,2,0,78.125,23
USER_000563,non_borrower,0,-1,0.0,9
USER_000564,non_borrower,0,-1,0.0,15
USER_000565,non_borrower,0,-1,0.0,17
USER_000566,responsible_borrower,3,1,78.125,23
USER_000567,non_borrower,0,-1,0.0,10
USER_000568,responsible_borrower,2,0,78.125,16
USER_000569,occasional_borrower,1,1,50.0,13
USER_000570,non_borrower,0,-1,0.0,11
USER_000571,responsible_borrower,4,1,97.65625,27
USER_000572,risky_borrower,1,2,50.0,12
USER_000573,risky_borrower,1,2,50.0,12
USER_000574,non_borrower,0,-1,0.0,20
USER_000575,responsible_borrower,2,1,62.5,19
USER_000576,responsible_borrower,2,1,62.5,16
USER_000577,responsible_borrower,2,1,62.5,15
USER_000578,non_borrower,0,-1,0.0,12
USER_000579,risky_borrower,2,2,50.0,16
USER_000580,defaulter,1,2,50.0,18
USER_000581,responsible_borrower,2,0,78.125,18
USER_000582,occasional_borrower,1,0,62.5,17
USER_000583,non_borrower,0,-1,0.0,13
USER_000584,non_borrower,0,-1,0.0,17
USER_000585,non_borrower,0,-1,0.0,12
USER_000586,responsible_borrower,3,0,97.65625,17
USER_000587,non_borrower,0,-1,0.0,7
USER_000588,responsible_borrower,4,0,122.0703125,23
