user_id,credit_archetype,loans_taken,credit_risk_label,final_credit_limit,total_transactions
USER_000110,non_borrower,0,-1,0.0,17
USER_000111,responsible_borrower,2,0,78.125,14
USER_000112,responsible_borrower,3,1,78.125,22
USER_000113,responsible_borrower,2,0,78.125,15
USER_000114,responsible_borrower,4,0,122.0703125,30
USER_000115,occasional_borrower,2,1,62.5,13
USER_000116,occasional_borrower,2,1,50.0,21
USER_000117,non_borrower,0,-1,0.0,13
USER_000118,risky_borrower,5,2,50.0,29
USER_000119,responsible_borrower,1,0,62.5,12
USER_000120,non_borrower,0,-1,0.0,12
USER_000121,non_borrower,0,-1,0.0,15
USER_000122,risky_borrower,2,1,50.0,17
USER_000123,non_borrower,0,-1,0.0,14
USER_000124,non_borrower,0,-1,0.0,12
USER_000125,non_borrower,0,-1,0.0,15
USER_000126,responsible_borrower,3,0,97.65625,24
USER_000127,risky_borrower,2,0,50.0,11
USER_000128,responsible_borrower,3,0,97.65625,26
USER_000129,non_borrower,0,-1,0.0,13
USER_000130,responsible_borrower,2,0,78.125,10
USER_000131,non_borrower,0,-1,0.0,11
USER_000132,responsible_borrower,3,1,78.125,15
USER_000133,risky_borrower,2,1,50.0,16
USER_000134,non_borrower,0,-1,0.0,14
USER_000135,occasional_borrower,1,1,50.0,17
USER_000136,responsible_borrower,2,0,78.125,14
USER_000137,non_borrower,0,-1,0.0,10
USER_000138,responsible_borrower,3,1,62.5,27
USER_000139,non_borrower,0,-1,0.0,13
USER_000140,non_borrower,0,-1,0.0,15
USER_000141,non_borrower,0,-1,0.0,16
USER_000142,non_borrower,0,-1,0.0,11
USER_000143,occasional_borrower,1,1,50.0,15
USER_000144,risky_borrower,2,1,50.0,16
USER_000145,responsible_borrower,3,1,78.125,25
USER_000146,responsible_borrower,4,1,97.65625,28
USER_000147,non_borrower,0,-1,0.0,12
USER_000148,non_borrower,0,-1,0.0,16
USER_000149,responsible_borrower,3,1,78.125,21
USER_000150,occasional_borrower,2,1,50.0,16
USER_000151,responsible_borrower,2,0,78.125,24
USER_000152,occasional_borrower,1,0,62.5,20
USER_000153,non_borrower,0,-1,0.0,18
USER_000154,responsible_borrower,3,0,97.65625,19
USER_000155,responsible_borrower,2,0,78.125,20
USER_000156,risky_borrower,2,1,50.0,16
USER_000157,non_borrower,0,-1,0.0,18
USER_000158,non_borrower,0,-1,0.0,19
USER_000159,non_borrower,0,-1,0.0,22
USER_000160,responsible_borrower,2,1,62.5,16
USER_000161,non_borrower,0,-1,0.0,15
USER_000162,responsible_borrower,3,1,62.5,20
USER_000163,non_borrower,0,-1,0.0,16
USER_000164,non_borrower,0,-1,0.0,12
USER_000165,risky_borrower,4,1,50.0,26
USER_000166,responsible_borrower,2,1,62.5,15
USER_000167,responsible_borrower,2,0,78.125,18
USER_000168,responsible_borrower,2,0,78.125,21
USER_000169,occasional_borrower,1,0,62.5,10
USER_000170,non_borrower,0,-1,0.0,23
USER_000171,risky_borrower,2,1,50.0,15
USER_000172,occasional_borrower,1,0,62.5,17
USER_000173,responsible_borrower,3,1,78.125,26
USER_000174,non_borrower,0,-1,0.0,15
USER_000175,responsible_borrower,3,1,78.125,27
USER_000176,non_borrower,0,-1,0.0,10
USER_000177,non_borrower,0,-1,0.0,22
USER_000178,responsible_borrower,1,0,62.5,7
USER_000179,responsible_borrower,2,0,78.125,14
USER_000180,responsible_borrower,3,0,97.65625,19
USER_000181,non_borrower,0,-1,0.0,12
USER_000182,responsible_borrower,3,0,97.65625,29
USER_000183,non_borrower,0,-1,0.0,11
USER_000184,responsible_borrower,2,0,78.125,12
USER_000185,non_borrower,0,-1,0.0,7
USER_000186,occasional_borrower,1,1,50.0,19
USER_000187,non_borrower,0,-1,0.0,26
USER_000188,non_borrower,0,-1,0.0,11
USER_000189,responsible_borrower,2,1,62.5,15
USER_000190,occasional_borrower,1,0,62.5,11
USER_000191,non_borrower,0,-1,0.0,11
USER_000192,non_borrower,0,-1,0.0,20
USER_000193,non_borrower,0,-1,0.0,18
USER_000194,responsible_borrower,4,0,122.0703125,39
USER_000195,responsible_borrower,2,0,78.125,14
USER_000196,non_borrower,0,-1,0.0,13
USER_000197,responsible_borrower,2,0,78.125,15
USER_000198,non_borrower,0,-1,0.0,17
USER_000199,non_borrower,0,-1,0.0,15
USER_000200,non_borrower,0,-1,0.0,11
USER_000201,risky_borrower,3,1,50.0,21
USER_000202,responsible_borrower,3,1,78.125,31
USER_000203,responsible_borrower,2,0,78.125,17
USER_000204,responsible_borrower,2,0,78.125,24
USER_000205,non_borrower,0,-1,0.0,11
USER_000206,non_borrower,0,-1,0.0,15
USER_000207,non_borrower,0,-1,0.0,14
USER_000208,non_borrower,0,-1,0.0,13
USER_000209,responsible_borrower,2,0,78.125,25
USER_000210,responsible_borrower,2,0,78.125,19
USER_000211,non_borrower,0,-1,0.0,12
USER_000212,non_borrower,0,-1,0.0,10
USER_000213,non_borrower,0,-1,0.0,15
USER_000214,non_borrower,0,-1,0.0,12
USER_000215,risky_borrower,2,2,50.0,16
USER_000216,non_borrower,0,-1,0.0,17
USER_000217,non_borrower,0,-1,0.0,14
USER_000218,responsible_borrower,2,0,78.125,10
USER_000219,occasional_borrower,2,1,50.0,14
USER_000220,defaulter,1,2,50.0,23
USER_000221,responsible_borrower,2,0,78.125,22
USER_000222,responsible_borrower,2,0,78.125,14
USER_000223,non_borrower,0,-1,0.0,17
USER_000224,responsible_borrower,2,1,62.5,18
USER_000225,responsible_borrower,2,0,78.125,13
USER_000226,responsible_borrower,2,1,62.5,19
USER_000227,responsible_borrower,1,0,62.5,10
USER_000228,non_borrower,0,-1,0.0,15
USER_000229,non_borrower,0,-1,0.0,16
USER_000230,occasional_borrower,1,1,50.0,18
USER_000231,occasional_borrower,1,0,62.5,16
USER_000232,responsible_borrower,3,0,97.65625,27
USER_000233,occasional_borrower,1,0,62.5,14
USER_000234,responsible_borrower,3,0,97.65625,26
USER_000235,non_borrower,0,-1,0.0,13
USER_000236,occasional_borrower,2,1,62.5,18
USER_000237,responsible_borrower,2,0,78.125,21
USER_000238,non_borrower,0,-1,0.0,17
USER_000239,responsible_borrower,3,0,97.65625,20
USER_000240,non_borrower,0,-1,0.0,20
USER_000241,responsible_borrower,3,1,78.125,26
USER_000242,risky_borrower,3,0,50.0,20
USER_000243,occasional_borrower,1,1,50.0,12
USER_000244,occasional_borrower,2,0,78.125,19
USER_000245,occasional_borrower,1,0,62.5,17
USER_000246,risky_borrower,1,2,50.0,15
USER_000247,responsible_borrower,3,1,78.125,19
USER_000248,responsible_borrower,2,0,78.125,19
USER_000249,responsible_borrower,3,0,97.65625,24
USER_000250,occasional_borrower,1,0,62.5,15
USER_000251,non_borrower,0,-1,0.0,14
USER_000252,occasional_borrower,2,1,62.5,17
USER_000253,non_borrower,0,-1,0.0,12
USER_000254,responsible_borrower,2,0,78.125,18
USER_000255,responsible_borrower,2,0,78.125,21
USER_000256,responsible_borrower,3,1,78.125,22
USER_000257,responsible_borrower,2,1,62.5,10
USER_000258,occasional_borrower,2,0,78.125,20
USER_000259,occasional_borrower,1,2,50.0,18
USER_000260,defaulter,1,2,50.0,13
USER_000261,non_borrower,0,-1,0.0,19
USER_000262,non_borrower,0,-1,0.0,12
USER_000263,non_borrower,0,-1,0.0,17
USER_000264,non_borrower,0,-1,0.0,9
USER_000265,occasional_borrower,1,0,62.5,16
USER_000266,responsible_borrower,2,1,62.5,15
USER_000267,non_borrower,0,-1,0.0,11
USER_000268,responsible_borrower,3,0,97.65625,18
USER_000269,responsible_borrower,2,0,78.125,20
USER_000270,occasional_borrower,1,1,50.0,25
USER_000271,responsible_borrower,2,0,78.125,12
USER_000272,non_borrower,0,-1,0.0,17
USER_000273,risky_borrower,4,1,50.0,26
USER_000274,non_borrower,0,-1,0.0,20
USER_000275,defaulter,1,2,50.0,11
USER_000276,responsible_borrower,2,0,78.125,17
USER_000277,non_borrower,0,-1,0.0,14
USER_000278,risky_borrower,4,1,50.0,26
USER_000279,occasional_borrower,1,0,62.5,21
USER_000280,non_borrower,0,-1,0.0,11
USER_000281,responsible_borrower,2,0,78.125,18
USER_000282,responsible_borrower,2,0,78.125,18
USER_000283,responsible_borrower,3,0,97.65625,19
USER_000284,responsible_borrower,2,0,78.125,13
USER_000285,responsible_borrower,2,0,78.125,17
USER_000286,non_borrower,0,-1,0.0,19
USER_000287,non_borrower,0,-1,0.0,17
USER_000288,responsible_borrower,3,0,97.65625,20
USER_000289,responsible_borrower,2,0,78.125,18
USER_000290,occasional_borrower,1,1,50.0,20
USER_000291,non_borrower,0,-1,0.0,13
USER_000292,non_borrower,0,-1,0.0,13
USER_000293,responsible_borrower,2,0,78.125,16
USER_000294,non_borrower,0,-1,0.0,19
USER_000295,responsible_borrower,3,0,97.65625,24
USER_000296,responsible_borrower,3,1,78.125,24
USER_000297,non_borrower,0,-1,0.0,12
USER_000298,non_borrower,0,-1,0.0,17
USER_000299,occasional_borrower,1,0,62.5,17
USER_000300,non_borrower,0,-1,0.0,18
USER_000301,non_borrower,0,-1,0.0,16
USER_000302,responsible_borrower,2,0,78.125,14
USER_000303,responsible_borrower,2,0,78.125,20
USER_000304,responsible_borrower,2,0,78.125,22
USER_000305,occasional_borrower,2,1,50.0,23
USER_000306,occasional_borrower,1,0,62.5,21
USER_000307,defaulter,1,2,50.0,11
USER_000308,responsible_borrower,2,1,62.5,14
USER_000309,non_borrower,0,-1,0.0,13
USER_000310,non_borrower,0,-1,0.0,14
USER_000311,non_borrower,0,-1,0.0,17
USER_000312,non_borrower,0,-1,0.0,15
USER_000313,non_borrower,0,-1,0.0,14
USER_000314,non_borrower,0,-1,0.0,22
USER_000315,non_borrower,0,-1,0.0,18
USER_000316,occasional_borrower,1,0,62.5,15
USER_000317,non_borrower,0,-1,0.0,17
USER_000318,responsible_borrower,2,0,78.125,19
USER_000319,non_borrower,0,-1,0.0,18
USER_000320,responsible_borrower,3,0,97.65625,19
USER_000321,responsible_borrower,2,0,78.125,20
USER_000322,non_borrower,0,-1,0.0,8
USER_000323,risky_borrower,2,1,50.0,13
USER_000324,risky_borrower,2,1,50.0,12
USER_000325,occasional_borrower,2,1,62.5,17
USER_000326,responsible_borrower,1,0,62.5,12
USER_000327,non_borrower,0,-1,0.0,12
USER_000328,occasional_borrower,2,1,62.5,20
USER_000329,responsible_borrower,3,1,78.125,22
USER_000330,non_borrower,0,-1,0.0,16
USER_000331,risky_borrower,2,1,50.0,17
USER_000332,responsible_borrower,3,1,78.125,20
USER_000333,occasional_borrower,2,0,78.125,22
USER_000334,occasional_borrower,1,0,62.5,14
USER_000335,non_borrower,0,-1,0.0,12
USER_000336,risky_borrower,3,1,50.0,24
USER_000337,responsible_borrower,3,0,97.65625,24
USER_000338,non_borrower,0,-1,0.0,18
USER_000339,responsible_borrower,2,0,78.125,14
USER_000340,non_borrower,0,-1,0.0,13
USER_000341,responsible_borrower,3,0,97.65625,21
USER_000342,non_borrower,0,-1,0.0,14
USER_000343,risky_borrower,2,1,50.0,13
USER_000344,defaulter,1,2,50.0,15
USER_000345,non_borrower,0,-1,0.0,13
USER_000346,occasional_borrower,1,1,50.0,21
USER_000347,non_borrower,0,-1,0.0,15
USER_000348,non_borrower,0,-1,0.0,19
USER_000349,responsible_borrower,3,1,78.125,20
USER_000350,occasional_borrower,1,1,50.0,18
USER_000351,occasional_borrower,1,0,62.5,25
USER_000352,defaulter,1,2,50.0,18
USER_000353,risky_borrower,3,1,50.0,20
USER_000354,responsible_borrower,2,1,62.5,15
USER_000355,non_borrower,0,-1,0.0,14
USER_000356,responsible_borrower,2,0,78.125,10
USER_000357,responsible_borrower,2,0,78.125,14
USER_000358,occasional_borrower,2,1,62.5,27
USER_000359,risky_borrower,3,1,50.0,20
USER_000360,responsible_borrower,3,1,78.125,20
USER_000361,responsible_borrower,2,0,78.125,17
USER_000362,non_borrower,0,-1,0.0,13
USER_000363,non_borrower,0,-1,0.0,19
USER_000364,non_borrower,0,-1,0.0,11
USER_000365,occasional_borrower,2,1,62.5,23
USER_000366,responsible_borrower,3,1,78.125,20
USER_000367,non_borrower,0,-1,0.0,15
USER_000368,non_borrower,0,-1,0.0,19
USER_000369,non_borrower,0,-1,0.0,14
USER_000370,responsible_borrower,4,1,97.65625,28
USER_000371,non_borrower,0,-1,0.0,13
USER_000372,responsible_borrower,2,0,78.125,17
USER_000373,responsible_borrower,3,0,97.65625,20
USER_000374,responsible_borrower,2,0,78.125,14
USER_000375,occasional_borrower,1,1,50.0,16
USER_000376,non_borrower,0,-1,0.0,17
USER_000377,responsible_borrower,2,0,78.125,14
USER_000378,non_borrower,0,-1,0.0,14
USER_000379,responsible_borrower,3,1,62.5,20
USER_000380,responsible_borrower,3,1,78.125,22
USER_000381,non_borrower,0,-1,0.0,17
USER_000382,non_borrower,0,-1,0.0,16
USER_000383,responsible_borrower,2,1,62.5,22
USER_000384,non_borrower,0,-1,0.0,9
USER_000385,non_borrower,0,-1,0.0,17
USER_000386,non_borrower,0,-1,0.0,26
USER_000387,responsible_borrower,3,0,97.65625,24
USER_000388,non_borrower,0,-1,0.0,11
USER_000389,non_borrower,0,-1,0.0,17
USER_000390,non_borrower,0,-1,0.0,16
USER_000391,responsible_borrower,3,0,97.65625,21
USER_000392,non_borrower,0,-1,0.0,17
USER_000393,occasional_borrower,2,1,62.5,15
USER_000394,responsible_borrower,2,0,78.125,20
USER_000395,responsible_borrower,3,0,97.65625,25
USER_000396,non_borrower,0,-1,0.0,17
USER_000397,non_borrower,0,-1,0.0,15
USER_000398,non_borrower,0,-1,0.0,9
USER_000399,occasional_borrower,2,0,78.125,18
USER_000400,non_borrower,0,-1,0.0,14
USER_000401,occasional_borrower,2,1,62.5,15
USER_000402,non_borrower,0,-1,0.0,15
USER_000403,non_borrower,0,-1,0.0,12
USER_000404,occasional_borrower,2,1,50.0,19
USER_000405,occasional_borrower,2,1,62.5,21
USER_000406,responsible_borrower,2,1,62.5,19
USER_000407,non_borrower,0,-1,0.0,15
USER_000408,responsible_borrower,3,0,97.65625,27
USER_000409,non_borrower,0,-1,0.0,16
USER_000410,responsible_borrower,3,0,97.65625,21
USER_000411,non_borrower,0,-1,0.0,30
USER_000412,risky_borrower,2,1,50.0,16
USER_000413,responsible_borrower,2,0,78.125,18
USER_000414,non_borrower,0,-1,0.0,14
USER_000415,responsible_borrower,2,1,62.5,17
USER_000416,non_borrower,0,-1,0.0,11
USER_000417,responsible_borrower,4,0,122.0703125,25
USER_000418,occasional_borrower,2,1,62.5,25
USER_000419,non_borrower,0,-1,0.0,9
USER_000420,responsible_borrower,4,0,122.0703125,23
USER_000421,non_borrower,0,-1,0.0,19
USER_000422,responsible_borrower,2,0,78.125,16
USER_000423,non_borrower,0,-1,0.0,15
USER_000424,non_borrower,0,-1,0.0,15
USER_000425,responsible_borrower,2,1,62.5,12
USER_000426,occasional_borrower,2,1,62.5,19
USER_000427,responsible_borrower,2,0,78.125,16
USER_000428,responsible_borrower,1,0,62.5,13
USER_000429,non_borrower,0,-1,0.0,20
USER_000430,non_borrower,0,-1,0.0,17
USER_000431,responsible_borrower,2,0,78.125,18
USER_000432,risky_borrower,3,1,50.0,18
USER_000433,risky_borrower,3,1,50.0,20
USER_000434,non_borrower,0,-1,0.0,13
USER_000435,non_borrower,0,-1,0.0,17
USER_000436,responsible_borrower,2,0,78.125,19
USER_000437,non_borrower,0,-1,0.0,11
USER_000438,responsible_borrower,4,0,122.0703125,24
USER_000439,responsible_borrower,2,0,78.125,13
USER_000440,responsible_borrower,3,0,97.65625,22
USER_000441,responsible_borrower,3,0,97.65625,30
USER_000442,non_borrower,0,-1,0.0,18
USER_000443,non_borrower,0,-1,0.0,13
USER_000444,non_borrower,0,-1,0.0,20
USER_000445,non_borrower,0,-1,0.0,15
USER_000446,non_borrower,0,-1,0.0,20
USER_000447,responsible_borrower,2,0,78.125,16
USER_000448,occasional_borrower,2,1,50.0,19
USER_000449,risky_borrower,3,1,50.0,20
USER_000450,responsible_borrower,4,0,122.0703125,29
USER_000451,non_borrower,0,-1,0.0,13
USER_000452,responsible_borrower,2,1,62.5,10
USER_000453,responsible_borrower,2,1,62.5,15
USER_000454,responsible_borrower,2,0,78.125,19
USER_000455,occasional_borrower,2,0,78.125,30
USER_000456,non_borrower,0,-1,0.0,22
USER_000457,defaulter,1,2,50.0,15
USER_000458,responsible_borrower,2,0,78.125,19
USER_000459,responsible_borrower,4,1,78.125,24
USER_000460,occasional_borrower,1,1,50.0,18
USER_000461,occasional_borrower,2,1,62.5,28
USER_000462,responsible_borrower,3,0,97.65625,21
USER_000463,non_borrower,0,-1,0.0,13
USER_000464,non_borrower,0,-1,0.0,11
USER_000465,responsible_borrower,3,0,97.65625,19
USER_000466,non_borrower,0,-1,0.0,15
USER_000467,non_borrower,0,-1,0.0,17
USER_000468,non_borrower,0,-1,0.0,8
USER_000469,responsible_borrower,3,1,78.125,21
USER_000470,responsible_borrower,2,0,78.125,14
USER_000471,responsible_borrower,3,0,97.65625,21
USER_000472,responsible_borrower,2,1,62.5,15
USER_000473,risky_borrower,2,1,50.0,15
USER_000474,non_borrower,0,-1,0.0,19
USER_000475,non_borrower,0,-1,0.0,16
USER_000476,non_borrower,0,-1,0.0,15
USER_000477,risky_borrower,3,1,50.0,22
USER_000478,non_borrower,0,-1,0.0,15
USER_000479,responsible_borrower,2,1,62.5,20
USER_000480,responsible_borrower,2,1,62.5,18
USER_000481,risky_borrower,1,2,50.0,11
USER_000482,non_borrower,0,-1,0.0,11
USER_000483,occasional_borrower,1,0,62.5,15
USER_000484,non_borrower,0,-1,0.0,11
USER_000485,non_borrower,0,-1,0.0,12
USER_000486,non_borrower,0,-1,0.0,15
USER_000487,non_borrower,0,-1,0.0,18
USER_000488,responsible_borrower,2,0,78.125,19
USER_000489,responsible_borrower,2,1,62.5,20
USER_000490,responsible_borrower,3,0,97.65625,19
USER_000491,responsible_borrower,3,0,97.65625,26
USER_000492,responsible_borrower,3,0,97.65625,19
USER_000493,responsible_borrower,3,0,97.65625,19
USER_000494,responsible_borrower,3,0,97.65625,23
USER_000495,responsible_borrower,3,1,78.125,22
USER_000496,non_borrower,0,-1,0.0,19
USER_000497,responsible_borrower,3,1,78.125,28
USER_000498,responsible_borrower,2,0,78.125,15
USER_000499,non_borrower,0,-1,0.0,17
USER_000500,responsible_borrower,2,0,78.125,23
USER_000501,non_borrower,0,-1,0.0,18
USER_000502,occasional_borrower,1,0,62.5,10
USER_000503,responsible_borrower,4,0,122.0703125,21
USER_000504,non_borrower,0,-1,0.0,11
USER_000505,occasional_borrower,2,0,78.125,24
USER_000506,occasional_borrower,2,1,62.5,23
USER_000507,occasional_borrower,2,1,62.5,20
USER_000508,non_borrower,0,-1,0.0,21
USER_000509,non_borrower,0,-1,0.0,16
USER_000510,responsible_borrower,3,0,97.65625,30
USER_000511,non_borrower,0,-1,0.0,10
USER_000512,non_borrower,0,-1,0.0,15
USER_000513,responsible_borrower,2,0,78.125,11
USER_000514,defaulter,1,2,50.0,14
USER_000515,risky_borrower,3,1,50.0,18
USER_000516,non_borrower,0,-1,0.0,9
USER_000517,non_borrower,0,-1,0.0,8
USER_000518,non_borrower,0,-1,0.0,21
USER_000519,non_borrower,0,-1,0.0,13
USER_000520,non_borrower,0,-1,0.0,13
USER_000521,risky_borrower,2,2,50.0,19
USER_000522,non_borrower,0,-1,0.0,11
USER_000523,occasional_borrower,2,0,78.125,19
USER_000524,responsible_borrower,2,0,78.125,17
USER_000525,non_borrower,0,-1,0.0,14
USER_000526,occasional_borrower,1,0,62.5,12
USER_000527,non_borrower,0,-1,0.0,19
USER_000528,responsible_borrower,3,0,97.65625,25
USER_000529,occasional_borrower,1,0,62.5,18
USER_000530,responsible_borrower,2,0,78.125,13
USER_000531,responsible_borrower,2,0,78.125,23
USER_000532,responsible_borrower,2,0,78.125,23
USER_000533,risky_borrower,2,1,50.0,13
USER_000534,responsible_borrower,3,0,97.65625,24
USER_000535,non_borrower,0,-1,0.0,16
USER_000536,non_borrower,0,-1,0.0,12
USER_000537,non_borrower,0,-1,0.0,8
USER_000538,responsible_borrower,2,0,78.125,17
USER_000539,responsible_borrower,4,0,122.0703125,29
USER_000540,responsible_borrower,2,0,78.125,20
USER_000541,responsible_borrower,2,1,62.5,22
USER_000542,responsible_borrower,2,0,78.125,15
USER_000543,occasional_borrower,2,1,62.5,22
USER_000544,non_borrower,0,-1,0.0,22
USER_000545,responsible_borrower,2,1,62.5,13
USER_000546,non_borrower,0,-1,0.0,19
USER_000547,non_borrower,0,-1,0.0,13
USER_000548,non_borrower,0,-1,0.0,16
USER_000549,occasional_borrower,1,0,62.5,21
USER_000550,non_borrower,0,-1,0.0,19
USER_000551,non_borrower,0,-1,0.0,25
USER_000552,responsible_borrower,3,1,78.125,27
USER_000553,responsible_borrower,3,0,97.65625,16
USER_000554,non_borrower,0,-1,0.0,9
USER_000555,non_borrower,0,-1,0.0,20
USER_000556,responsible_borrower,2,0,78.125,16
USER_000557,risky_borrower,3,1,50.0,22
USER_000558,risky_borrower,2,0,50.0,20
USER_000559,responsible_borrower,3,0,97.65625,21
USER_000560,risky_borrower,3,1,50.0,19
USER_000561,risky_borrower,3,1,50.0,23
USER_000562,non_borrower,0,-1,0.0,15
USER_000563,responsible_borrower,2,0,78.125,16
USER_000564,non_borrower,0,-1,0.0,17
USER_000565,responsible_borrower,2,0,78.125,15
USER_000566,occasional_borrower,2,0,78.125,18
USER_000567,responsible_borrower,4,0,122.0703125,26
USER_000568,occasional_borrower,2,1,62.5,22
USER_000569,risky_borrower,2,1,50.0,15
USER_000570,responsible_borrower,2,0,78.125,18
USER_000571,non_borrower,0,-1,0.0,9
USER_000572,non_borrower,0,-1,0.0,9
USER_000573,non_borrower,0,-1,0.0,10
USER_000574,occasional_borrower,2,1,62.5,24
USER_000575,non_borrower,0,-1,0.0,14
USER_000576,responsible_borrower,3,1,78.125,19
USER_000577,non_borrower,0,-1,0.0,19
USER_000578,non_borrower,0,-1,0.0,12
USER_000579,responsible_borrower,4,1,97.65625,29
USER_000580,responsible_borrower,2,0,78.125,21
USER_000581,non_borrower,0,-1,0.0,14
USER_000582,responsible_borrower,3,0,97.65625,20
USER_000583,non_borrower,0,-1,0.0,11
USER_000584,non_borrower,0,-1,0.0,17
USER_000585,non_borrower,0,-1,0.0,13
USER_000586,non_borrower,0,-1,0.0,14
USER_000587,responsible_borrower,3,0,97.65625,19
USER_000588,occasional_borrower,1,0,62.5,11
USER_000589,non_borrower,0,-1,0.0,12
